,group_id,group_name,member_id
0,535553.0,Nash.rb,6144606.0
1,1591281.0,Murfreesboro Web Designers and Developers,6144606.0
2,1776274.0,"Nashville SEO & Internet Marketing, Over 1,600 Members!",6144606.0
3,1787157.0,"GrowNashville: Startup Entrepreneurs, Hackers, & Web Experts",6144606.0
4,10016242.0,NashJS,6144606.0
5,11625832.0,PyNash,6144606.0
6,16354782.0,Meteor Nashville,6144606.0
7,16447162.0,Nash |> Elixir,6144606.0
8,17686062.0,Williamson County Ruby Meetup,6144606.0
9,18616278.0,Franklin Developer Lunch & Learn,6144606.0
10,18850080.0,NashReact,6144606.0
11,22806590.0,'BoroDev Breakfast,6144606.0
12,23249388.0,'BoroDev,6144606.0
13,7130232.0,Nashville Software Beginners,225546676.0
14,10016242.0,NashJS,225546676.0
15,10178242.0,Nashville Mobile Developers,225546676.0
16,11625832.0,PyNash,225546676.0
17,16447162.0,Nash |> Elixir,225546676.0
18,16477792.0,Nashville .NET User Group,225546676.0
19,16487812.0,Code for Nashville,225546676.0
20,19194894.0,Nashville Christian Technologists and Entrepreneurs,225546676.0
21,21148651.0,Nash SQL,225546676.0
22,21533726.0,State & Local Government Developers Network,225546676.0
23,21837219.0,All Things Angular,225546676.0
24,23353167.0,Nashville Docker Meetup,225546676.0
25,25076888.0,Nashville QA,225546676.0
26,25482608.0,Startup Nashville,225546676.0
27,339011.0,Nashville Hiking Meetup,41795222.0
28,405938.0,MTRAS ~ MidTn Robotic Arts Society,41795222.0
29,11625832.0,PyNash,41795222.0
30,14546632.0,Nashville Machine Learning Meetup,41795222.0
31,16487812.0,Code for Nashville,41795222.0
32,16607822.0,Nashville Virtual Reality Meetup,41795222.0
33,17467312.0,NashMicro - The Nashville Microcontroller Makers Group,41795222.0
34,18361585.0,Make Nashville Meetup,41795222.0
35,20150865.0,Hackster Hardware Meetup - Murfreesboro,41795222.0
36,6707902.0,Data Science Nashville,190499461.0
37,11625832.0,PyNash,190499461.0
38,8771812.0,The Nashville Microsoft Azure Users Group,205279429.0
39,11625832.0,PyNash,205279429.0
40,13560402.0,Nashville Modern Excel & Power BI User Group,205279429.0
41,968626.0,The Nashville New & Not-So-New In Town  Meetup,66862502.0
42,10178242.0,Nashville Mobile Developers,66862502.0
43,11625832.0,PyNash,66862502.0
44,18286946.0,Dine and Unwind in East Nashville,66862502.0
45,18494105.0,The Iron Yard - Nashville,66862502.0
46,535553.0,Nash.rb,7768516.0
47,1078077.0,PROVIDENT LIVING & SELF-RELIANCE,7768516.0
48,1360698.0,Nashville PHP User Group,7768516.0
49,1433893.0,NashvilleTech,7768516.0
50,1443992.0,9.12 Project Nashville,7768516.0
51,1604824.0,912 Project Tennessee,7768516.0
52,1671273.0,Skeleton Cru,7768516.0
53,1728035.0,WordPress Nashville,7768516.0
54,1776274.0,"Nashville SEO & Internet Marketing, Over 1,600 Members!",7768516.0
55,1787157.0,"GrowNashville: Startup Entrepreneurs, Hackers, & Web Experts",7768516.0
56,3173762.0,Nashville Java Users' Group,7768516.0
57,3376042.0,Mastermind Business Networkers,7768516.0
58,6707902.0,Data Science Nashville,7768516.0
59,7130232.0,Nashville Software Beginners,7768516.0
60,8908602.0,Nashville Network After Work - Business Networking Events,7768516.0
61,10016242.0,NashJS,7768516.0
62,10178242.0,Nashville Mobile Developers,7768516.0
63,10882202.0,Nashville MongoDB User Group,7768516.0
64,11625832.0,PyNash,7768516.0
65,11862932.0,Nashville Linux Users Group,7768516.0
